XX,YY
-0.099188367090119203,0.96315673967035553
1.1241484857728468,-0.03965505549900307
1.8657822557161448,0.63457034598834849
3.4718408186784777,1.5702163826960123
3.7927860332025523,-1.8038335041418867
5.1025709412220985,0.22809664127361631
6.2230335443568867,-1.1955566107913878
7.3543667235811556,0.73951955381372481
8.0382329724975676,0.33316483319342005
9.3667071836646336,-0.8455782370945325
10.036867188675529,-0.21794164372752797
11.701305976249186,0.86899739710027124
12.107858233116483,-0.84061765235452235
13.008424870057365,0.32410046962989691
13.588085763732664,-0.90591043216376776
15.272783048373741,-1.3127408679628121
16.709621580590102,0.29804520010158092
16.406938520462589,0.033753443769379603
18.510301115134865,0.43294674333874744
19.188564076703194,1.2225389465454954
20.157057900000662,-0.48297911517890313
20.212316777991592,-0.46733964590335331
22.152000112864119,-1.3223574066662402
23.313703728624944,0.54067863898689006
24.114508794062477,0.27107896520962899
24.393099292335158,-0.33494254639895482
26.509826706315359,1.3695215101628508
26.839739506233933,1.6936000580226709
28.226909147053291,1.5164724565068401
28.020458965083254,1.1686635757815556
30.931040917999621,0.75676664711527308
30.780251257058403,0.59770349212963791
32.025675363962506,1.2134023332289572
32.387901450964925,0.56762407147771587
33.962877972318978,-0.25375782956887505
35.894036481226252,0.85631709731488381
36.064476219330302,0.016801462879240225
36.709474105666821,-0.40427850778505026
38.635603062390892,-1.3321290328548776
39.546895170518617,0.4173290619427405
40.101620617062302,1.3070714196477071
42.020394936074986,-1.4430537251453779
42.182571599958244,-1.4737603135778801
42.649154844255875,-0.48091555240934719
44.048610675671952,-0.53671995405975792
45.654554467027047,0.31575601733077779
46.524473304710199,0.14116637178611013
46.711872629443853,0.50339899805836974
47.863693214386522,0.89851990064880372
48.883349757058916,0.14297679408247124
49.172830304309677,0.057921059935300674
50.799956806113244,0.22787065823439465
52.191414032632714,0.59372368599630521
53.179140458195896,1.7092499016470792
53.50975502395395,-1.5584012744682365
54.824984978105036,1.619703413430104
56.585856020755863,1.453913341732
57.05466258638036,-0.59579868821661941
58.157583922332094,-1.5825911441986715
58.590537496979692,-0.39561749886572639
60.035809326758908,0.19783643558261457
60.683381372482856,-0.33123936248490787
61.148140343789436,1.3328530041211413
63.510819261063993,-0.4904968212868816
64.283794354467801,0.50466455297582014
65.156320694703908,-0.070747328891993699
66.064540995831294,0.059824769057549965
66.753600284217697,-1.1739991383893988
68.157954878114694,0.50810002948752042
69.254859237670871,0.21300374077469494
70.16068239413562,0.0089828529941745026
70.541266317453022,0.65130168431140523
72.079870748070249,0.079195443368272209
73.419120311206328,-0.20557324301208768
74.04664649173786,0.194590575476041
74.49115468542891,0.42105777779681514
76.305006129949149,-0.48121336622170607
76.72710947047797,0.85887602218280323
77.415011085040888,1.5570149942832527
78.8268693063999,1.9724554844961344
79.69927969149019,-0.0043640420907963724
81.361777256881851,-0.27415953532582887
82.750728539144049,0.59271265468837775
83.343155897702204,-1.2130766235803165
83.242512294254155,0.73563944510995138
