XX,YY
0.55000000000000004,0.0
0.48700081410926549,0.2555977446240727
0.31243561070213577,0.45264112624151104
0.066295174140427654,0.54598988075392973
-0.19503268787339451,0.51425893347697826
-0.41168091149410568,0.36471746203243738
-0.53401799958432861,0.13162361535815673
-0.53401799958432872,-0.13162361535815661
-0.41168091149410574,-0.36471746203243727
-0.19503268787339476,-0.51425893347697815
0.066295174140427779,-0.54598988075392973
0.31243561070213516,-0.45264112624151137
0.48700081410926555,-0.25559774462407259
